,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,Región en la que vives actualmente,Grado de instrucción,Edad,Género,Situación laboral,"En tu trabajo actual, ¿tu función principal es desarrollo web?",¿Cuál es tu ingreso mensual BRUTO (antes de descuentos) en soles?,¿Qué sistema operativo usas principalmente para desarrollo web?,Other,ASP.NET,Java,node.js / io.js,PHP,Python,Ruby,Play Framework (Java),Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),Bottle (Python),Django (Python),Flask (Python),webpy (Python),Cuba (Ruby),Ruby on Rails,Sinatra (Ruby),AJAX,CSS,Flash/ActionScript,HTML,JavaScript,AngularJS,backbone.js,backbone.js + chaplin.js,backbone.marionette.js,backbone.js + Thorax,D3.js,dojo,ember.js,jQuery,jQuery UI,React,Zepto.js,Other,En la universidad o instituto,Cursos de educación continua (fuera de los planes de estudio superiores),"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,Other,¿Haces desarrollos para plataformas móviles? ¿Para cuáles?,Start Date (UTC),Submit Date (UTC),Network ID
8514da6f771040edb84538906393179c,Lima,Graduado de instituto,31 - 40 años,Masculino,Trabajo como dependiente e independiente,1,De 2501 a 3500,Windows,,1 a 3 años,No conozco,Menos de 1 año,1 a 3 años,Menos de 1 año,No conozco,,,Symfony2 (PHP),Zend Framework (PHP),,Django (Python),,,,,,1 a 3 años,Más de 6 años,1 a 3 años,Más de 6 años,4 a 6 años,AngularJS,backbone.js,,,,,dojo,ember.js,jQuery,jQuery UI,,,,En la universidad o instituto,Cursos de educación continua (fuera de los planes de estudio superiores),,Documentación en la web,,,"Cursos en línea, en plataformas de pago",,,,Webapps móviles (en general),2015-04-06 18:09:04,2015-04-06 18:19:17,6274060c1c
ea2051def91cffd0c291e1f31b3637ad,Lima,Estudiante en universidad,17 - 23 años,Masculino,Trabajo como dependiente e independiente,1,De 2501 a 3500,Windows,,No conozco,1 a 3 años,No conozco,Menos de 1 año,No conozco,No conozco,,Laravel (PHP),,,,,,,,,,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,,,,,,,jQuery,,,,,,Cursos de educación continua (fuera de los planes de estudio superiores),,Documentación en la web,,,"Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,,,Webapps móviles (en general),2015-04-06 21:10:54,2015-04-06 21:18:18,29d63cefde
f12a91d0b0a138397b9287c0e9513981,Lambayeque,Estudiante en universidad,17 - 23 años,Masculino,Trabajo como independiente,1,De 1501 a 2500,Linux,,No conozco,Menos de 1 año,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,,,,,,,,,,Ruby on Rails,,4 a 6 años,4 a 6 años,Menos de 1 año,4 a 6 años,1 a 3 años,AngularJS,,,,,D3.js,,,jQuery,,React,Zepto.js,,,Cursos de educación continua (fuera de los planes de estudio superiores),,Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,,,Webapps móviles (en general),2015-04-07 00:49:41,2015-04-07 00:53:53,95219f51fa
fc4ac1417179fc393a08b7cc97831886,Callao,Graduado de universidad,31 - 40 años,Masculino,Trabajo como dependiente,0,De 4501 a 5500,Linux,,No conozco,Menos de 1 año,Menos de 1 año,1 a 3 años,No conozco,Menos de 1 año,,,,Zend Framework (PHP),,,,,,Ruby on Rails,,Menos de 1 año,1 a 3 años,4 a 6 años,4 a 6 años,Menos de 1 año,,,,,,,,,jQuery,,,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,2015-04-07 18:27:54,2015-04-07 18:33:09,76a4d3a757
d6564a7d168349decc2d31a8e1acb4dc,Lima,Graduado de instituto,41 - 50 años,Masculino,Trabajo como dependiente e independiente,0,De 2501 a 3500,Windows,,No conozco,Más de 6 años,Menos de 1 año,No conozco,No conozco,No conozco,,,,,,,,,,,,Menos de 1 año,1 a 3 años,1 a 3 años,Más de 6 años,Más de 6 años,AngularJS,,,,,,,,jQuery,,,,,,,,Documentación en la web,Seminarios web,,"Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-04-09 13:52:50,2015-04-09 13:57:28,2ab45dbabc
94bf30846212c48745688296a74f2c09,Lima,Estudiante en universidad,17 - 23 años,Masculino,Trabajo como dependiente,1,Menos de 1500 nuevos soles,Windows,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,No conozco,No conozco,,Laravel (PHP),,,,,,,,,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,AngularJS,,,,,,,,jQuery,jQuery UI,,,,,Cursos de educación continua (fuera de los planes de estudio superiores),,Documentación en la web,,,,,,,Webapps móviles (en general),2015-04-09 16:23:55,2015-04-09 16:32:46,2072693134
9ead2ab08e0bed75bc150a6ab99cb276,Lima,Estudiante en universidad,17 - 23 años,Masculino,No trabajo actualmente,0,Menos de 1500 nuevos soles,Windows,,No conozco,1 a 3 años,No conozco,Menos de 1 año,No conozco,Menos de 1 año,,,,,,,,,,Ruby on Rails,,No conozco,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,,,,,,,,,,,,,,En la universidad o instituto,Cursos de educación continua (fuera de los planes de estudio superiores),,Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,2015-04-10 02:53:39,2015-04-10 02:57:23,c903c0647e
80c8d3fa418cd8a8ce6403f351bf589b,Junín,Graduado de universidad,24 - 30 años,Masculino,Trabajo como independiente,1,Menos de 1500 nuevos soles,Linux,,Menos de 1 año,1 a 3 años,1 a 3 años,Menos de 1 año,Menos de 1 año,No conozco,,Laravel (PHP),,,,Django (Python),,,,,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,1 a 3 años,AngularJS,backbone.js,,,,,,,jQuery,,,,,,,,Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,,,Android,2015-04-10 03:33:28,2015-04-10 03:36:23,b499c9a57d
0bc94dbaf16de723534172b94fd84ef6,Lima,Estudiante en universidad,17 - 23 años,Masculino,Trabajo como dependiente,1,Menos de 1500 nuevos soles,Windows,,Menos de 1 año,Menos de 1 año,1 a 3 años,1 a 3 años,No conozco,Menos de 1 año,,Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),,Django (Python),,webpy (Python),,Ruby on Rails,,Menos de 1 año,1 a 3 años,Menos de 1 año,1 a 3 años,1 a 3 años,AngularJS,,,,,,,,jQuery,jQuery UI,,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,,,,,,,2015-04-10 03:44:34,2015-04-10 03:50:04,a3f8235723
158a906841d053fb3fb0d5ec05a404e9,Lima,Graduado de instituto,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,De 1501 a 2500,Windows,,No conozco,Menos de 1 año,Menos de 1 año,1 a 3 años,Menos de 1 año,No conozco,,Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),,,,,,Ruby on Rails,,1 a 3 años,1 a 3 años,Menos de 1 año,4 a 6 años,1 a 3 años,AngularJS,,,,,,,,jQuery,jQuery UI,,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,En grupos de amigos o compañeros de trabajo,,,Webapps móviles (en general),2015-04-10 03:49:03,2015-04-10 03:54:03,25be1c77ac
b7cff47e3b88ecdd1a6cb670f2d2ee99,Lima,Graduado de universidad,24 - 30 años,Femenino,Trabajo como independiente,1,De 1501 a 2500,Mac,,No conozco,No conozco,No conozco,Menos de 1 año,No conozco,No conozco,,,,,,,,,,,,1 a 3 años,1 a 3 años,No conozco,4 a 6 años,1 a 3 años,,,,,,,,,jQuery,,,,,,,,Documentación en la web,,,,,,,,2015-04-10 03:54:49,2015-04-10 03:57:45,f8b8026b27
836cdddf9174513e6d79efa86c09e67f,Lima,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente,0,De 3501 a 4500,Linux,,No conozco,1 a 3 años,1 a 3 años,4 a 6 años,Menos de 1 año,No conozco,,,,Zend Framework (PHP),,Django (Python),,,,,,1 a 3 años,Menos de 1 año,No conozco,4 a 6 años,1 a 3 años,AngularJS,backbone.js,,,,,,,jQuery,jQuery UI,,,,,,,Documentación en la web,,,,,,,Android,2015-04-10 04:31:40,2015-04-10 04:38:46,89192ffefb
14bc211d67d57144b7f0e507c0145a34,Lima,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente,1,De 1501 a 2500,Windows,,No conozco,Menos de 1 año,No conozco,1 a 3 años,Menos de 1 año,No conozco,,Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),,,,,,,,1 a 3 años,Menos de 1 año,No conozco,1 a 3 años,1 a 3 años,AngularJS,,,,,,,,jQuery,,,,,,,,Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,,2015-04-10 05:05:17,2015-04-10 05:07:35,33fc0c441a
28ce5c9aeaaac3bcc6faaeb728d49df4,Lima,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente,0,De 4501 a 5500,Windows,,Menos de 1 año,1 a 3 años,Menos de 1 año,1 a 3 años,Menos de 1 año,No conozco,,,Symfony2 (PHP),,,,,,,,,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 a 3 años,1 a 3 años,AngularJS,,,,,,,,jQuery,,,,,,Cursos de educación continua (fuera de los planes de estudio superiores),"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,,,Android,2015-04-10 13:20:56,2015-04-10 13:29:06,03df237e93
311c1848d3378309feeb435e232b57d4,Lima,Graduado de instituto,24 - 30 años,Masculino,Trabajo como dependiente,1,De 1501 a 2500,Linux,,Menos de 1 año,1 a 3 años,Menos de 1 año,Más de 6 años,Menos de 1 año,Menos de 1 año,,Laravel (PHP),,Zend Framework (PHP),,Django (Python),,,,,,Más de 6 años,Más de 6 años,1 a 3 años,Más de 6 años,Más de 6 años,,,,,,,,,jQuery,jQuery UI,,,,En la universidad o instituto,,,Documentación en la web,,,,En grupos de amigos o compañeros de trabajo,,,,2015-04-10 13:57:00,2015-04-10 14:03:25,8582d33992
36ff50bcbdb62449e06a830e9e8212f1,Pasco,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,De 2501 a 3500,Linux,,No conozco,1 a 3 años,1 a 3 años,Más de 6 años,1 a 3 años,1 a 3 años,,Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),,Django (Python),,,,Ruby on Rails,Sinatra (Ruby),4 a 6 años,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,AngularJS,backbone.js,backbone.js + chaplin.js,backbone.marionette.js,backbone.js + Thorax,,,ember.js,jQuery,jQuery UI,,,,En la universidad o instituto,Cursos de educación continua (fuera de los planes de estudio superiores),,Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-04-10 13:47:30,2015-04-10 14:09:47,8582d33992
42f55f2117e5938de57e1a69e1cfef76,Lima,Estudiante en instituto,17 - 23 años,Masculino,Trabajo como dependiente e independiente,1,Menos de 1500 nuevos soles,Windows,,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,Laravel (PHP),,,,,,,,,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,1 a 3 años,AngularJS,backbone.js,,,,,,,,,,,,,Cursos de educación continua (fuera de los planes de estudio superiores),"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Webapps móviles (en general),2015-04-10 14:25:02,2015-04-10 14:29:24,21165ae45f
ae02943b66367b76afe2fa5fdcd2e870,Junín,Estudiante en universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,De 1501 a 2500,Linux,,Menos de 1 año,Menos de 1 año,1 a 3 años,4 a 6 años,Más de 6 años,Menos de 1 año,Play Framework (Java),Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),Bottle (Python),Django (Python),,,,,,Más de 6 años,Más de 6 años,No conozco,Más de 6 años,Más de 6 años,AngularJS,backbone.js,,backbone.marionette.js,,,dojo,ember.js,jQuery,jQuery UI,,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,,,En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-04-10 15:46:05,2015-04-10 15:48:40,e00f4bc1d3
2e82f1cc96c33df263053ce7a3571490,Lima,Graduado de instituto,24 - 30 años,Masculino,Trabajo como dependiente e independiente,0,De 1501 a 2500,Linux,,No conozco,Menos de 1 año,No conozco,Menos de 1 año,4 a 6 años,No conozco,,,,,Bottle (Python),Django (Python),Flask (Python),webpy (Python),,,,1 a 3 años,4 a 6 años,No conozco,1 a 3 años,1 a 3 años,AngularJS,backbone.js,,,,,,,jQuery,jQuery UI,,,,En la universidad o instituto,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,,"Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-04-10 16:04:39,2015-04-10 16:10:05,2d414bf7a1
b58e38111f5e4b6b2610f9f96ff81c17,Lima,Maestría,31 - 40 años,Masculino,Trabajo como dependiente e independiente,1,De 3501 a 4500,Windows,,No conozco,Menos de 1 año,Menos de 1 año,Más de 6 años,No conozco,No conozco,,Laravel (PHP),,,,,,,,,,4 a 6 años,Más de 6 años,Menos de 1 año,Más de 6 años,Más de 6 años,AngularJS,backbone.js,,,,,,,jQuery,,,,,,Cursos de educación continua (fuera de los planes de estudio superiores),"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,,,Android,2015-04-10 16:10:07,2015-04-10 16:12:54,1048bf8f39
65f8c322511fcc5489807b3172e4e150,Junín,Estudiante en instituto,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,Menos de 1500 nuevos soles,Linux,,Menos de 1 año,Menos de 1 año,1 a 3 años,4 a 6 años,Más de 6 años,Menos de 1 año,,Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),,Django (Python),,webpy (Python),,Ruby on Rails,,4 a 6 años,Más de 6 años,4 a 6 años,Más de 6 años,Más de 6 años,AngularJS,backbone.js,,,,,dojo,ember.js,jQuery,jQuery UI,,,,,,,Documentación en la web,,,,,,,Android,2015-04-10 16:32:40,2015-04-10 16:36:41,e00f4bc1d3
4be4c8ec5f5b92a5baabe5b29a215ad5,Lima,Estudiante en universidad,17 - 23 años,Masculino,Trabajo como dependiente,0,Menos de 1500 nuevos soles,Windows,,Menos de 1 año,1 a 3 años,Menos de 1 año,1 a 3 años,No conozco,No conozco,,Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),,,,,,,,1 a 3 años,4 a 6 años,No conozco,4 a 6 años,1 a 3 años,AngularJS,backbone.js,,,,,,,jQuery,jQuery UI,,,,En la universidad o instituto,,,,,,"Cursos en línea, en plataformas de pago",,,,Android,2015-04-10 18:12:56,2015-04-10 19:00:41,28dfb730ea
f582cff3b4e9aacfb7be3349190470a0,Junín,Graduado de universidad,24 - 30 años,Masculino,Trabajo como independiente,1,Menos de 1500 nuevos soles,Linux,,No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 a 3 años,Menos de 1 año,,,Symfony2 (PHP),,,Django (Python),,,,Ruby on Rails,,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,Menos de 1 año,AngularJS,backbone.js,,,,,,,jQuery,,,,,,Cursos de educación continua (fuera de los planes de estudio superiores),,Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,2015-04-10 18:56:06,2015-04-10 19:01:54,cf192e1b97
8ee3e80f44005df644032610a7b25d55,La Libertad,Maestría,31 - 40 años,Masculino,Trabajo como independiente,1,De 5501 a más,Linux,,Menos de 1 año,Menos de 1 año,1 a 3 años,Más de 6 años,1 a 3 años,1 a 3 años,,,Symfony2 (PHP),,,Django (Python),,,,Ruby on Rails,,Más de 6 años,Más de 6 años,1 a 3 años,Más de 6 años,Más de 6 años,,,,,,,,,jQuery,jQuery UI,,,,,,,Documentación en la web,,,,,,,Android,2015-04-10 19:47:58,2015-04-10 19:53:20,f23be9df23
ad3d16a8093bfbb2de4e89865f7b5b0c,Lima,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente,1,De 2501 a 3500,Mac,,No conozco,Menos de 1 año,Menos de 1 año,1 a 3 años,No conozco,No conozco,,,,Zend Framework (PHP),,,,,,,,4 a 6 años,4 a 6 años,Menos de 1 año,4 a 6 años,4 a 6 años,AngularJS,backbone.js,,,,,,,jQuery,jQuery UI,,Zepto.js,,,,,Documentación en la web,,,,,Comunidades locales de desarrolladores,,iOS,2015-04-10 20:20:36,2015-04-10 20:22:50,c20276f7d9
283b21ae7a56e9fd47ee4b70cc9372d2,Lima,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,0,De 3501 a 4500,Linux,,No conozco,Menos de 1 año,Menos de 1 año,4 a 6 años,1 a 3 años,Menos de 1 año,,,,Zend Framework (PHP),Bottle (Python),Django (Python),,,,Ruby on Rails,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,1 a 3 años,,backbone.js,,,,,,,jQuery,jQuery UI,,,,,,"Libros, revistas y otras publicaciones impresas",,,,"Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-04-11 01:32:42,2015-04-11 01:41:22,dbcafc5a1c
83f737ed2c30b36a080dad6e03d72495,Lima,Estudiante en instituto,31 - 40 años,Masculino,Trabajo como dependiente,1,De 2501 a 3500,Linux,,No conozco,No conozco,Menos de 1 año,4 a 6 años,No conozco,No conozco,,Laravel (PHP),,,,,,,,,,4 a 6 años,4 a 6 años,1 a 3 años,4 a 6 años,4 a 6 años,AngularJS,backbone.js,,,,D3.js,,,jQuery,jQuery UI,React,,,,,,Documentación en la web,,,,,,,Webapps móviles (en general),2015-04-11 03:02:03,2015-04-11 03:08:01,f0e3ae2441
5bcd05d40345c8f29a9e1059848adfa0,Lima,Estudiante en universidad,24 - 30 años,Masculino,Trabajo como dependiente,1,De 4501 a 5500,Mac,,No conozco,No conozco,No conozco,1 a 3 años,1 a 3 años,1 a 3 años,,,,,Bottle (Python),Django (Python),Flask (Python),,,Ruby on Rails,,No conozco,Menos de 1 año,No conozco,1 a 3 años,1 a 3 años,,,,,,,,,jQuery,,,,,,,,Documentación en la web,,,,,,,,2015-04-11 04:34:10,2015-04-11 04:37:05,7fb7754469
e7186822285913f3e84c1776fa2a1c4a,Pasco,Graduado de universidad,24 - 30 años,Masculino,Trabajo como independiente,1,De 1501 a 2500,Linux,,No conozco,Menos de 1 año,Menos de 1 año,1 a 3 años,1 a 3 años,No conozco,,,,Zend Framework (PHP),,,,,,,,1 a 3 años,1 a 3 años,No conozco,4 a 6 años,1 a 3 años,,backbone.js,,,,,,,jQuery,,,,,,,,Documentación en la web,,,,,,,Webapps móviles (en general),2015-04-11 04:12:15,2015-04-11 04:49:57,f0d2795d83
c50a2afdfe850f2f11b6acff71b55f6b,Junín,Estudiante en instituto,24 - 30 años,Masculino,Trabajo como independiente,0,Menos de 1500 nuevos soles,Linux,,No conozco,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,Symfony2 (PHP),,,Django (Python),,webpy (Python),,Ruby on Rails,,No conozco,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,AngularJS,,,,,,,,jQuery,,,,,,,,Documentación en la web,,,,,,,Android,2015-04-11 04:53:05,2015-04-11 04:56:51,5004505dc7
4c53371b2492175e04ce1120ec53a901,Lima,Estudiante en universidad,31 - 40 años,Masculino,Trabajo como dependiente e independiente,0,De 3501 a 4500,Linux,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,Más de 6 años,1 a 3 años,,,Symfony2 (PHP),,,Django (Python),Flask (Python),webpy (Python),,Ruby on Rails,Sinatra (Ruby),4 a 6 años,4 a 6 años,Menos de 1 año,4 a 6 años,4 a 6 años,,,,,,,dojo,,jQuery,jQuery UI,,,,,,,Documentación en la web,Seminarios web,,,,Comunidades locales de desarrolladores,,Android,2015-04-11 04:53:53,2015-04-11 04:58:19,8b6368d6d4
a2aaa55a45267024258c5fbb9ebc5cd4,Lima,Estudiante en universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,De 1501 a 2500,Linux,,No conozco,Menos de 1 año,No conozco,No conozco,4 a 6 años,No conozco,,,,,,Django (Python),Flask (Python),,,,,1 a 3 años,1 a 3 años,No conozco,4 a 6 años,1 a 3 años,,,,,,,,,jQuery,,,,,,,,Documentación en la web,Seminarios web,,"Cursos en línea, en plataformas de pago",,,,Android,2015-04-11 05:49:21,2015-04-11 05:50:50,45e1379f3f
f149f4d565c40f25be9dcfe2a89ed999,Junín,Maestría,24 - 30 años,Masculino,Trabajo como independiente,1,Menos de 1500 nuevos soles,Windows,,No conozco,Menos de 1 año,Menos de 1 año,1 a 3 años,Menos de 1 año,No conozco,,,,Zend Framework (PHP),,Django (Python),,,,,,Menos de 1 año,1 a 3 años,Menos de 1 año,1 a 3 años,1 a 3 años,AngularJS,backbone.js,,,,,,,jQuery,jQuery UI,,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,En grupos de amigos o compañeros de trabajo,,,Android,2015-04-11 14:15:32,2015-04-11 14:20:35,f4b127bcc3
9179aad5dd9518c39b4e801d6796a3ad,Cajamarca,Graduado de universidad,41 - 50 años,Masculino,Trabajo como dependiente e independiente,0,De 3501 a 4500,Mac,,1 a 3 años,1 a 3 años,1 a 3 años,Más de 6 años,Menos de 1 año,Menos de 1 año,,,,Zend Framework (PHP),Bottle (Python),,,,,Ruby on Rails,,Más de 6 años,Más de 6 años,No conozco,Más de 6 años,Más de 6 años,AngularJS,,,,,,,,jQuery,jQuery UI,,,,,Cursos de educación continua (fuera de los planes de estudio superiores),,Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,,,Webapps móviles (en general),2015-04-11 18:00:18,2015-04-11 18:05:58,82dd8f24cc
0981c90405906f91f8af0a8462facaf0,Lima,Estudiante en universidad,17 - 23 años,Masculino,No trabajo actualmente,0,Menos de 1500 nuevos soles,Windows,,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 a 3 años,Menos de 1 año,No conozco,,Laravel (PHP),,,,Django (Python),,,,,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,1 a 3 años,AngularJS,backbone.js,,,,,,ember.js,jQuery,jQuery UI,,,,,,,Documentación en la web,,,,,,,,2015-04-11 19:21:56,2015-04-11 19:30:11,49dbb749c5
44b04f695697ff8ea199d4349d048035,Lima,Doctorado,24 - 30 años,Masculino,Trabajo como dependiente,1,De 5501 a más,Linux,,No conozco,Menos de 1 año,No conozco,Menos de 1 año,Más de 6 años,No conozco,,,,,,Django (Python),,,,,,4 a 6 años,4 a 6 años,No conozco,Más de 6 años,1 a 3 años,,,,,,,,,jQuery,,,,,En la universidad o instituto,,,Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,Comunidades locales de desarrolladores,,Webapps móviles (en general),2015-04-11 19:52:06,2015-04-11 19:56:44,cd6ecefc89
890dca8aa948d5ced8a3b703d74dc7b5,Arequipa,Maestría,31 - 40 años,Masculino,Trabajo como dependiente e independiente,0,De 2501 a 3500,Linux,,No conozco,Más de 6 años,No conozco,Más de 6 años,1 a 3 años,1 a 3 años,,,Symfony2 (PHP),Zend Framework (PHP),,Django (Python),,,,Ruby on Rails,,Más de 6 años,Más de 6 años,No conozco,Más de 6 años,Más de 6 años,AngularJS,,,,,,,,jQuery,jQuery UI,,,,,,,Documentación en la web,,,,,,,Webapps móviles (en general),2015-04-13 10:54:50,2015-04-13 11:03:03,9a413aa00e
ae90bc583e1952041dc7410db5edea45,Arequipa,Maestría,31 - 40 años,Masculino,Trabajo como dependiente e independiente,1,De 5501 a más,Mac,,Menos de 1 año,Más de 6 años,Menos de 1 año,1 a 3 años,Menos de 1 año,Menos de 1 año,Play Framework (Java),,,,,,,,,,,Más de 6 años,Más de 6 años,1 a 3 años,Más de 6 años,Más de 6 años,AngularJS,,,,,,,,jQuery,jQuery UI,,,,,,,Documentación en la web,Seminarios web,,,,,,Android,2015-04-13 13:07:59,2015-04-13 13:09:30,cd4032e433
ec7d3d3573106437b3bd0eb9733abc5d,Lima,Graduado de instituto,24 - 30 años,Femenino,Trabajo como dependiente e independiente,1,De 1501 a 2500,Windows,,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 a 3 años,Menos de 1 año,Menos de 1 año,,Laravel (PHP),,Zend Framework (PHP),,Django (Python),,,,,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,1 a 3 años,AngularJS,backbone.js,,,,,,ember.js,jQuery,jQuery UI,,,,En la universidad o instituto,Cursos de educación continua (fuera de los planes de estudio superiores),,Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,,,Webapps móviles (en general),2015-04-13 13:57:48,2015-04-13 14:03:42,cfef30da4b
a3cf8b7f819a51fef5ddbbc653ba79cb,Callao,Estudiante en universidad,24 - 30 años,Masculino,Trabajo como dependiente,0,Menos de 1500 nuevos soles,Windows,,No conozco,Menos de 1 año,No conozco,1 a 3 años,Menos de 1 año,Menos de 1 año,,,,,,Django (Python),,,,,,No conozco,No conozco,No conozco,1 a 3 años,No conozco,,,,,,,,,jQuery,,,,,,Cursos de educación continua (fuera de los planes de estudio superiores),,Documentación en la web,,,,,Comunidades locales de desarrolladores,,Android,2015-04-13 14:12:40,2015-04-13 14:15:19,ba56ce0053
cf6272162da878eafb25bd0f0274b52f,Arequipa,Maestría,24 - 30 años,Masculino,Trabajo como independiente,1,Menos de 1500 nuevos soles,Linux,,No conozco,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,,,,,,,,Ruby on Rails,,No conozco,1 a 3 años,No conozco,1 a 3 años,1 a 3 años,,,,,,,,,jQuery,,,,,,,,Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,En grupos de amigos o compañeros de trabajo,,,,2015-04-13 16:41:25,2015-04-13 16:45:37,21a3e10bd9
