,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,Región en la que vives actualmente,Grado de instrucción,Edad,Género,Situación laboral,"En tu trabajo actual, ¿tu función principal es desarrollo web?",¿Cuál es tu ingreso mensual BRUTO (antes de descuentos) en soles?,¿Qué sistema operativo usas principalmente para desarrollo web?,Other,ASP.NET,Java,node.js / io.js,PHP,Python,Ruby,Play Framework (Java),Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),Bottle (Python),Django (Python),Flask (Python),webpy (Python),Cuba (Ruby),Ruby on Rails,Sinatra (Ruby),AJAX,CSS,Flash/ActionScript,HTML,JavaScript,AngularJS,backbone.js,backbone.js + chaplin.js,backbone.marionette.js,backbone.js + Thorax,D3.js,dojo,ember.js,jQuery,jQuery UI,React,Zepto.js,Other,En la universidad o instituto,Cursos de educación continua (fuera de los planes de estudio superiores),"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,Other,¿Haces desarrollos para plataformas móviles? ¿Para cuáles?,Start Date (UTC),Submit Date (UTC),Network ID
94160414f93b6b41155a89d7143e8fab,La Libertad,Graduado de universidad,17 - 23 años,Masculino,Trabajo como dependiente,1,De 1501 a 2500,Windows,,Menos de 1 año,1 a 3 años,No conozco,Menos de 1 año,No conozco,No conozco,,,,,,,,,,,,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,Menos de 1 año,,,,,,,,,jQuery,jQuery UI,,,,,,,Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,,,Webapps móviles (en general),2015-03-26 04:19:38,2015-03-26 04:29:49,faf3ef455b
2e4b73bfe14d8a28f328c864024cfd6a,La Libertad,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,Menos de 1500 nuevos soles,Linux,,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,Menos de 1 año,Menos de 1 año,,Laravel (PHP),,,,Django (Python),,,,Ruby on Rails,,1 a 3 años,4 a 6 años,Menos de 1 año,4 a 6 años,4 a 6 años,AngularJS,,,,,,,,jQuery,jQuery UI,,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,2015-03-26 04:25:34,2015-03-26 04:30:29,7f44995dfa
3eb076a48abb66253204f7a67092528d,Lima,Maestría,41 - 50 años,Masculino,Trabajo como dependiente e independiente,1,De 2501 a 3500,Windows,,1 a 3 años,No conozco,No conozco,4 a 6 años,No conozco,No conozco,,Laravel (PHP),,,,,,,,,,No conozco,4 a 6 años,1 a 3 años,Más de 6 años,Más de 6 años,,,,,,,,,jQuery,,,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,Comunidades locales de desarrolladores,,,2015-03-26 04:27:45,2015-03-26 04:32:45,f87b279adc
b3a1d51469132315e04e3820f085f854,La Libertad,Graduado de universidad,31 - 40 años,Masculino,Trabajo como dependiente e independiente,1,Menos de 1500 nuevos soles,Windows,,Menos de 1 año,Menos de 1 año,4 a 6 años,Más de 6 años,Menos de 1 año,No conozco,,,Symfony2 (PHP),,,,,,,,,Menos de 1 año,Más de 6 años,Menos de 1 año,Más de 6 años,Más de 6 años,,,,,,,,,jQuery,jQuery UI,,,,,Cursos de educación continua (fuera de los planes de estudio superiores),"Libros, revistas y otras publicaciones impresas",Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,En grupos de amigos o compañeros de trabajo,,,Android,2015-03-26 04:30:39,2015-03-26 04:36:08,9c28952e3b
79a9f02aebe34b9e95358954442eb4b2,Lima,Estudiante en universidad,17 - 23 años,Masculino,Trabajo como independiente,0,Menos de 1500 nuevos soles,Windows,,No conozco,1 a 3 años,No conozco,Menos de 1 año,1 a 3 años,Menos de 1 año,,,,,,Django (Python),,,,Ruby on Rails,,No conozco,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,AngularJS,,,,,,,,jQuery,,,,,,,,Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,2015-03-26 04:46:10,2015-03-26 04:49:03,81229506b1
b17a1126c89a3f55d93153f9c8dd5038,Lima,Estudiante en universidad,24 - 30 años,Masculino,No trabajo actualmente,0,De 1501 a 2500,Windows,,No conozco,1 a 3 años,No conozco,No conozco,Menos de 1 año,No conozco,,,,,,,,,,,,No conozco,Menos de 1 año,Menos de 1 año,1 a 3 años,No conozco,,,,,,,,,,,,,,,,,Documentación en la web,,,,,,,Android,2015-03-26 05:07:32,2015-03-26 05:58:15,fd957740a4
dbcc314ccc4b37002d2ab709c070a325,Lima,Estudiante en universidad,17 - 23 años,Masculino,No trabajo actualmente,1,Menos de 1500 nuevos soles,Mac,,No conozco,No conozco,Menos de 1 año,Menos de 1 año,1 a 3 años,1 a 3 años,,,,,,Django (Python),,,,Ruby on Rails,,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,1 a 3 años,AngularJS,backbone.js,,,,,,,jQuery,jQuery UI,,,,,,,Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,iOS,2015-03-26 06:03:08,2015-03-26 06:06:03,fce8929170
901ab4d0cbf7c3b9d0f42bce14623956,Lima,Graduado de instituto,17 - 23 años,Masculino,Trabajo como dependiente,0,Menos de 1500 nuevos soles,Windows,,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,No conozco,No conozco,,,,,,,,,,,,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,1 a 3 años,,,,,,,,,jQuery,,,,,,Cursos de educación continua (fuera de los planes de estudio superiores),"Libros, revistas y otras publicaciones impresas",Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,2015-03-26 13:49:27,2015-03-26 13:56:38,3b4a96839d
94912bb06086d3ffb8c779cdbe28ad90,Lima,Graduado de instituto,31 - 40 años,Masculino,Trabajo como dependiente e independiente,0,De 2501 a 3500,Linux,,No conozco,Menos de 1 año,Menos de 1 año,Más de 6 años,Menos de 1 año,No conozco,,,Symfony2 (PHP),,,Django (Python),,,,Ruby on Rails,,Más de 6 años,Más de 6 años,Menos de 1 año,Más de 6 años,Más de 6 años,,,,,,D3.js,,,jQuery,jQuery UI,,,,,,,Documentación en la web,Seminarios web,,"Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Webapps móviles (en general),2015-03-26 15:08:06,2015-03-26 15:10:40,e035c8db74
fbae71e79bd6e02e78772b611721e9a9,Lambayeque,Estudiante en universidad,17 - 23 años,Masculino,No trabajo actualmente,1,Menos de 1500 nuevos soles,Windows,,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,No conozco,No conozco,,,,,,,,,,,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,AngularJS,,,,,,,,jQuery,jQuery UI,React,,,En la universidad o instituto,,"Libros, revistas y otras publicaciones impresas",,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,,2015-03-26 15:49:33,2015-03-26 15:52:01,24f8f42d36
91dcc9a240d04916d934b28f4486d668,La Libertad,Estudiante en universidad,17 - 23 años,Masculino,No trabajo actualmente,0,Menos de 1500 nuevos soles,Linux,,No conozco,1 a 3 años,Menos de 1 año,1 a 3 años,1 a 3 años,No conozco,,,,,,,,,,,,Menos de 1 año,4 a 6 años,1 a 3 años,4 a 6 años,1 a 3 años,AngularJS,,,,,,,,jQuery,,,,,,,,Documentación en la web,,,,En grupos de amigos o compañeros de trabajo,,,Android,2015-03-26 16:24:37,2015-03-26 16:27:21,c847f38a1d
e753271b59d724bc8bcd5304366199db,Lima,Graduado de instituto,17 - 23 años,Masculino,Trabajo como independiente,1,De 3501 a 4500,Windows,,Menos de 1 año,4 a 6 años,No conozco,Más de 6 años,Menos de 1 año,Menos de 1 año,,,Symfony2 (PHP),,,,,,,,,Más de 6 años,Más de 6 años,No conozco,Más de 6 años,Más de 6 años,,,,,,,,,jQuery,,,,,,,,,,,,En grupos de amigos o compañeros de trabajo,,,Android,2015-03-26 17:26:45,2015-03-26 17:29:25,35d828d97a
526a2044fa7037a7dc14a48b4eba40a3,Lima,Estudiante en universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,De 2501 a 3500,Linux,,No conozco,1 a 3 años,1 a 3 años,Más de 6 años,1 a 3 años,1 a 3 años,,Laravel (PHP),Symfony2 (PHP),,,Django (Python),,,,Ruby on Rails,,Más de 6 años,Más de 6 años,No conozco,Más de 6 años,Más de 6 años,,,,,,,,,jQuery,jQuery UI,,,,,,,,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,2015-03-26 21:41:37,2015-03-26 21:49:23,7aedf9abdd
1329463303d7faef02fedb848a9e04fb,Lima,Estudiante en instituto,24 - 30 años,Masculino,Trabajo como independiente,1,De 5501 a más,Mac,,No conozco,Menos de 1 año,1 a 3 años,No conozco,Menos de 1 año,4 a 6 años,,,,,,Django (Python),,,Cuba (Ruby),Ruby on Rails,Sinatra (Ruby),4 a 6 años,4 a 6 años,No conozco,4 a 6 años,4 a 6 años,AngularJS,backbone.js,,,,,,ember.js,jQuery,jQuery UI,React,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,,"Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,,"Blogs de Desarrolladores, Discusiones y Trabajo en Open Source",iOS,2015-03-26 22:22:10,2015-03-26 22:26:30,0038657abd
f9b2f2187ba4fab5e1fea384595d2bab,Lima,Estudiante en universidad,17 - 23 años,Masculino,Trabajo como dependiente,1,De 5501 a más,Mac,,Menos de 1 año,Menos de 1 año,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,,,,,Bottle (Python),Django (Python),,webpy (Python),Cuba (Ruby),Ruby on Rails,Sinatra (Ruby),1 a 3 años,4 a 6 años,Menos de 1 año,4 a 6 años,4 a 6 años,AngularJS,,,,,,,,jQuery,jQuery UI,React,,,,,,Documentación en la web,,,"Cursos en línea, en plataformas de pago",,,,Webapps móviles (en general),2015-03-27 03:48:00,2015-03-27 03:50:31,22c5dc9cad
d4d973cbd02f6c14eb06bcfd84165324,La Libertad,Graduado de universidad,17 - 23 años,Masculino,Trabajo como independiente,1,Menos de 1500 nuevos soles,Linux,,No conozco,1 a 3 años,Menos de 1 año,No conozco,Menos de 1 año,No conozco,,,,,,Django (Python),,,,,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,1 a 3 años,AngularJS,backbone.js,,backbone.marionette.js,,,,,jQuery,jQuery UI,,,,,,,Documentación en la web,,,,,,,Android,2015-03-27 03:43:40,2015-03-27 04:20:26,e8346cfcf8
232ce7685282d4b0577cfcc9441c0455,Lambayeque,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,0,Menos de 1500 nuevos soles,Linux,,No conozco,Menos de 1 año,No conozco,1 a 3 años,Menos de 1 año,No conozco,,,,,,Django (Python),,,,,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,1 a 3 años,,,,,,,,,jQuery,jQuery UI,,,,,,,Documentación en la web,,,,En grupos de amigos o compañeros de trabajo,,,,2015-03-27 04:19:49,2015-03-27 04:27:56,4ce1c43cbc
371aa95495658328ed7a3cf0970b2f0d,Lima,Graduado de universidad,24 - 30 años,Femenino,Trabajo como dependiente e independiente,1,De 3501 a 4500,Linux,,Menos de 1 año,Menos de 1 año,Menos de 1 año,4 a 6 años,No conozco,No conozco,,Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),,,,,,,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,1 a 3 años,AngularJS,backbone.js,,backbone.marionette.js,,,,ember.js,jQuery,,React,,,En la universidad o instituto,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-03-27 04:30:45,2015-03-27 04:34:08,852b00cc84
0e6ab6ccc10b5c6c63931565e6c889f6,Lima,Graduado de universidad,24 - 30 años,Masculino,No trabajo actualmente,1,De 1501 a 2500,Windows,,No conozco,Menos de 1 año,No conozco,1 a 3 años,Menos de 1 año,No conozco,,Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),,Django (Python),,,,,,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,Menos de 1 año,AngularJS,,,,,,,,jQuery,jQuery UI,,,,,,,Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Webapps móviles (en general),2015-03-27 05:02:45,2015-03-27 05:21:57,c9c52375f1
15feb6de16bfbe14263478ab09dd6c79,Callao,Graduado de instituto,24 - 30 años,Masculino,Trabajo como dependiente e independiente,1,De 3501 a 4500,Linux,,1 a 3 años,1 a 3 años,1 a 3 años,Más de 6 años,1 a 3 años,Menos de 1 año,,Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),,Django (Python),,,,Ruby on Rails,,Más de 6 años,Más de 6 años,1 a 3 años,Más de 6 años,Más de 6 años,AngularJS,backbone.js,,,,,,ember.js,jQuery,jQuery UI,,,"angularjs, expressjs, mean.io",En la universidad o instituto,,,Documentación en la web,Seminarios web,,"Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,videos en la web,Webapps móviles (en general),2015-03-27 13:30:57,2015-03-27 13:36:25,76eaf3c073
02f2709cd6ecc35d8f1b3a52cd7b449d,Lima,Graduado de universidad,31 - 40 años,Masculino,Trabajo como independiente,0,De 1501 a 2500,Windows,,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,No conozco,,,,,,Django (Python),,,,,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,,,,,,,,,jQuery,,,Zepto.js,,,,,,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Firefox OS,2015-03-27 15:15:01,2015-03-27 15:21:09,30862b6863
77a549049debd3d43e29083dda7d667a,Lima,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente,1,De 5501 a más,Mac,,1 a 3 años,4 a 6 años,1 a 3 años,Menos de 1 año,1 a 3 años,Más de 6 años,,,,,,,,,Cuba (Ruby),Ruby on Rails,Sinatra (Ruby),Más de 6 años,Más de 6 años,4 a 6 años,Más de 6 años,Más de 6 años,AngularJS,backbone.js,,,,,,ember.js,jQuery,jQuery UI,React,Zepto.js,,En la universidad o instituto,Cursos de educación continua (fuera de los planes de estudio superiores),"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,Comunidades locales de desarrolladores,,iOS,2015-03-26 01:56:21,2015-03-27 16:00:01,9de574cfdc
07c1ac30d9a9882a55c60d51c5c078a8,Lima,Estudiante en universidad,24 - 30 años,Masculino,Trabajo como dependiente,1,De 4501 a 5500,Windows,,Menos de 1 año,4 a 6 años,1 a 3 años,Más de 6 años,1 a 3 años,Menos de 1 año,,Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),,Django (Python),,,,,,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,AngularJS,,,,,,dojo,,jQuery,jQuery UI,React,,,,,,Documentación en la web,,,"Cursos en línea, en plataformas de pago",,Comunidades locales de desarrolladores,,Android,2015-03-27 15:50:37,2015-03-27 16:06:56,6d013b211e
648d2a1acff51f87cbd9595d17d53f0a,Lima,Graduado de universidad,31 - 40 años,Masculino,Trabajo como dependiente,0,De 4501 a 5500,Windows,,No conozco,No conozco,No conozco,Menos de 1 año,No conozco,No conozco,,,,Zend Framework (PHP),,,,,,,,1 a 3 años,Más de 6 años,Más de 6 años,Más de 6 años,4 a 6 años,AngularJS,,,,,,,,jQuery,jQuery UI,,,,,Cursos de educación continua (fuera de los planes de estudio superiores),,Documentación en la web,Seminarios web,,,,,,Android,2015-03-27 17:46:59,2015-03-27 17:57:57,7aedf9abdd
c7846dfcf51857b1eb9ae64098b8f451,Lambayeque,Estudiante en universidad,17 - 23 años,Masculino,Trabajo como independiente,1,Menos de 1500 nuevos soles,Windows,,1 a 3 años,1 a 3 años,Menos de 1 año,4 a 6 años,Menos de 1 año,No conozco,,Laravel (PHP),,,,,,,,,,4 a 6 años,4 a 6 años,1 a 3 años,4 a 6 años,4 a 6 años,AngularJS,backbone.js,,,,,dojo,,jQuery,jQuery UI,,Zepto.js,,,,,,,,,,,Internet,Android,2015-03-27 21:02:50,2015-03-27 21:06:37,9a4982ad22
5868363618c1c988d9109499fdf719e5,Lima,Estudiante en universidad,24 - 30 años,Masculino,No trabajo actualmente,0,Menos de 1500 nuevos soles,Linux,,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,Symfony2 (PHP),Zend Framework (PHP),,Django (Python),,,,,,No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,AngularJS,,,,,,,,jQuery,,,,,En la universidad o instituto,,,,,,,,,,Android,2015-03-27 21:05:51,2015-03-27 21:09:09,3c882ae867
50322db6b403ed6928a69e5c65ef61c3,Lambayeque,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente e independiente,0,De 1501 a 2500,Mac,,No conozco,Más de 6 años,Menos de 1 año,Más de 6 años,Menos de 1 año,Menos de 1 año,,Laravel (PHP),Symfony2 (PHP),,,,,,,,,1 a 3 años,1 a 3 años,No conozco,4 a 6 años,1 a 3 años,AngularJS,backbone.js,backbone.js + chaplin.js,backbone.marionette.js,backbone.js + Thorax,,,,jQuery,jQuery UI,,,,,Cursos de educación continua (fuera de los planes de estudio superiores),,,,,,,,,Android,2015-03-27 21:26:22,2015-03-27 21:32:12,f9e5b4db01
aab27cdf99a722aff8e81e8f3758f466,La Libertad,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente,0,De 1501 a 2500,Windows,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,No conozco,,Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),,Django (Python),,,,,,Menos de 1 año,Menos de 1 año,No conozco,1 a 3 años,Menos de 1 año,AngularJS,,,,,,,,jQuery,jQuery UI,,,,,Cursos de educación continua (fuera de los planes de estudio superiores),,Documentación en la web,Seminarios web,,,,,,Android,2015-03-27 21:29:47,2015-03-27 21:33:51,daf466c72d
a71138fc0422bb0f3ba5a45b99f2fc33,Lima,Estudiante en instituto,24 - 30 años,Masculino,Trabajo como dependiente,1,Menos de 1500 nuevos soles,Linux,,No conozco,Menos de 1 año,Menos de 1 año,1 a 3 años,No conozco,No conozco,,Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),,Django (Python),,,,,,Menos de 1 año,1 a 3 años,1 a 3 años,4 a 6 años,1 a 3 años,AngularJS,,,,,,,ember.js,jQuery,jQuery UI,,,,,,,Documentación en la web,Seminarios web,,"Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-03-27 21:56:16,2015-03-27 22:01:57,e035c8db74
c8442e9a0895f84e372524631a8f4974,Lima,Graduado de universidad,24 - 30 años,Femenino,Trabajo como independiente,1,De 1501 a 2500,Linux,,No conozco,Menos de 1 año,Menos de 1 año,1 a 3 años,Menos de 1 año,Menos de 1 año,,Laravel (PHP),,,,Django (Python),,,,Ruby on Rails,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,1 a 3 años,AngularJS,,,,,,,,jQuery,,,,,,,,Documentación en la web,Seminarios web,,,,Comunidades locales de desarrolladores,,Android,2015-03-27 22:59:56,2015-03-27 23:03:05,ff77c938ff
fee9371e8f89f2b42c1678d3c8302767,Lima,Estudiante en universidad,24 - 30 años,Masculino,Trabajo como independiente,1,Menos de 1500 nuevos soles,Windows,,1 a 3 años,1 a 3 años,1 a 3 años,Más de 6 años,Menos de 1 año,Menos de 1 año,,Laravel (PHP),Symfony2 (PHP),Zend Framework (PHP),,Django (Python),,,,Ruby on Rails,,Menos de 1 año,1 a 3 años,Menos de 1 año,Más de 6 años,Más de 6 años,AngularJS,backbone.js,backbone.js + chaplin.js,,backbone.js + Thorax,,dojo,,jQuery,jQuery UI,,,,En la universidad o instituto,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Android,2015-03-27 23:40:58,2015-03-27 23:43:43,88f5a0b67a
9a560309585342e20501e0df0fee0c91,La Libertad,Graduado de universidad,17 - 23 años,Masculino,Trabajo como dependiente,1,De 1501 a 2500,Linux,,No conozco,Menos de 1 año,No conozco,Menos de 1 año,No conozco,No conozco,,,Symfony2 (PHP),,,,,,,,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,1 a 3 años,,,,,,,,,jQuery,jQuery UI,,,,,,,Documentación en la web,Seminarios web,,,,,,Webapps móviles (en general),2015-03-28 04:43:37,2015-03-28 05:06:35,0caa8e7d2e
e710b6ae7518d8f129f6826c3c9df829,Lima,Graduado de universidad,41 - 50 años,Masculino,Trabajo como dependiente,0,De 1501 a 2500,Windows,,No conozco,Menos de 1 año,Menos de 1 año,4 a 6 años,Menos de 1 año,Menos de 1 año,,,,Zend Framework (PHP),,,,,,,,No conozco,4 a 6 años,1 a 3 años,4 a 6 años,1 a 3 años,,,,,,,,,jQuery,,,,,,,,Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,,,Firefox OS,2015-03-28 18:20:40,2015-03-28 18:26:09,9eabab3759
077b0ee491f99fc61ce09a86b6ecca6d,Lima,Graduado de instituto,31 - 40 años,Masculino,Trabajo como dependiente e independiente,1,De 2501 a 3500,Linux,,No conozco,1 a 3 años,1 a 3 años,Más de 6 años,1 a 3 años,No conozco,,,,Zend Framework (PHP),,,,,,,,Más de 6 años,Más de 6 años,1 a 3 años,Más de 6 años,Más de 6 años,,,,,,,,ember.js,jQuery,,,,,,,,Documentación en la web,Seminarios web,,,,,,Webapps móviles (en general),2015-03-30 02:07:47,2015-03-30 02:12:38,9a6fde4b4d
939201a39695e47ef9c8391487f4fc68,Lima,Estudiante en universidad,24 - 30 años,Masculino,Trabajo como independiente,1,De 1501 a 2500,Linux,,No conozco,No conozco,No conozco,Menos de 1 año,1 a 3 años,No conozco,,,,,,Django (Python),,,,,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,1 a 3 años,,backbone.js,,,,,,,,,,,,,,,Documentación en la web,,,,,,,Webapps móviles (en general),2015-03-31 02:13:10,2015-03-31 02:16:57,00fba48129
8cf5074c836f8be3ffb0bf337e2deb7d,Lima,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente,1,De 1501 a 2500,Windows,,1 a 3 años,No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,Laravel (PHP),,,,Django (Python),,,,Ruby on Rails,,Menos de 1 año,No conozco,No conozco,1 a 3 años,1 a 3 años,AngularJS,,,,,,,,jQuery,jQuery UI,,,,En la universidad o instituto,,,Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Webapps móviles (en general),2015-03-31 03:55:30,2015-03-31 04:00:03,15255a138a
4e45216e7b21012c13f01c4e17801efe,Lima,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente,0,De 2501 a 3500,Mac,,Menos de 1 año,1 a 3 años,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,Play Framework (Java),,,,,Django (Python),,webpy (Python),,,,1 a 3 años,1 a 3 años,No conozco,4 a 6 años,1 a 3 años,AngularJS,,,,,,,,jQuery,jQuery UI,,,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,Seminarios web,,,,Comunidades locales de desarrolladores,,Android,2015-03-31 04:14:25,2015-03-31 04:19:09,60d8d93c10
4f52eee950f086a109f6f8f419ecac8b,Lima,Graduado de instituto,17 - 23 años,Masculino,Trabajo como dependiente e independiente,0,De 2501 a 3500,Linux,,No conozco,No conozco,Menos de 1 año,4 a 6 años,Menos de 1 año,Menos de 1 año,,Laravel (PHP),Symfony2 (PHP),,,Django (Python),,webpy (Python),,Ruby on Rails,,4 a 6 años,4 a 6 años,No conozco,4 a 6 años,4 a 6 años,AngularJS,backbone.js,,,,,dojo,,jQuery,jQuery UI,,Zepto.js,,,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,,"Cursos en línea, en plataformas de pago",En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Webapps móviles (en general),2015-03-31 04:23:42,2015-03-31 04:26:58,0efc1298d6
10bbe9cb5e7625c474e54bbd0603d808,Lambayeque,Graduado de universidad,24 - 30 años,Masculino,Trabajo como dependiente,0,Menos de 1500 nuevos soles,Linux,,Menos de 1 año,1 a 3 años,No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,Play Framework (Java),Laravel (PHP),,,,Django (Python),,,,Ruby on Rails,,Menos de 1 año,Menos de 1 año,No conozco,1 a 3 años,1 a 3 años,AngularJS,backbone.js,,,,,,ember.js,jQuery,jQuery UI,React,,,En la universidad o instituto,,"Libros, revistas y otras publicaciones impresas",Documentación en la web,,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,2015-03-31 04:25:19,2015-03-31 04:27:07,0d9e0ac1a5
a4cdeb8ee3a5d760f59eb10db4a9adf6,Lima,Maestría,31 - 40 años,Masculino,Trabajo como dependiente e independiente,0,De 5501 a más,Linux,,Menos de 1 año,Más de 6 años,1 a 3 años,1 a 3 años,1 a 3 años,Menos de 1 año,,,,,,,,,,Ruby on Rails,,Menos de 1 año,1 a 3 años,No conozco,Más de 6 años,Más de 6 años,,backbone.js,,,,,,,jQuery,,,,,,,,Documentación en la web,,,,,,,Android,2015-03-31 04:03:14,2015-03-31 04:46:13,3eb4d8d59c
90ada51cef98e69d34efb32f4d1239ca,Lima,Graduado de instituto,24 - 30 años,Masculino,Trabajo como dependiente e independiente,0,De 2501 a 3500,Windows,,4 a 6 años,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,,,,,,,,,,Ruby on Rails,Sinatra (Ruby),4 a 6 años,1 a 3 años,Menos de 1 año,4 a 6 años,4 a 6 años,AngularJS,,,,,,,,jQuery,jQuery UI,,,knockout,,,,Documentación en la web,,,,En grupos de amigos o compañeros de trabajo,Comunidades locales de desarrolladores,,Webapps móviles (en general),2015-03-31 04:52:45,2015-03-31 04:58:26,1dce846514
